[2a],,,,,,,,,,,,,,,,,,,,
嫲嫲,屋企,出面,有,個,菜,園,，,佢,鍾意,種,菜,畀,自己,食,。,,,,,
maa4-maa4,uk1-kei2,ceot1-min6,jau5,go3,coi3,jyun4,#,keoi5,zung1-ji3,zung3,coi3,bei2,zi6-gei2,sik6,#,,,,,
grandmother,home,outside,have,(measure),vegetables,garden,#,she,like,to plant,vegetables,for,oneself,to eat,#,,,,,
[2b],,,,,,,,,,,,,,,,,,,,
喺,菜,園,度,，,有,好多,好,好食,嘅,嘢,。,,,,,,,,,
hai2,coi3,jyun4,dou6,#,jau5,hou2-do1,hou2,hou2-sik6,ge3,je5,#,,,,,,,,,
at,vegetables,garden,there,#,have,many,very,tasty,-,thing,#,,,,,,,,,
[2c],,,,,,,,,,,,,,,,,,,,
嫲嫲,叫,我,幫,佢,手,，,摘,啲,番茄,、,矮瓜,同,豆,返嚟,。,,,,,
maa4-maa4,giu3,ngo5,bong1,keoi5,sau2,#,zaak6,di1,faan1-ke2,#,ai2-gwaa1,tung4,dau2,faan1-lai4,#,,,,,
grandmother,ask,me,to help,her,hand,#,pick,some,tomatoes,#,eggplants,and,beans,to come back,#,,,,,
[3a],,,,,,,,,,,,,,,,,,,,
我,拎住,啲,番茄,、,矮瓜,同,豆,返嚟,畀,嫲嫲,。,,,,,,,,,
ngo5,ling1-zyu6,di1,faan1-ke2,#,ai2-gwaa1,tung4,dau2,faan1-lai4,bei2,maa4-maa4,#,,,,,,,,,
I,holding,those,tomatoes,#,eggplants,and,beans,to come back,for,grandmother,#,,,,,,,,,
[3b],,,,,,,,,,,,,,,,,,,,
嫲嫲,話,：,「,冇錯,，,摘,啱,晒,，,真係,叻,仔,！,」,,,,,,
maa4-maa4,waa6,#,#,mou5-co3,#,zaak6,ngaam1,saai3,#,zan1-hai6,lek1,zai2,#,#,,,,,,
grandmother,say,#,#,alright,#,pick,correct,all,#,really,smart,boy,#,#,,,,,,
[4a],,,,,,,,,,,,,,,,,,,,
跟住,，,嫲嫲,叫,我,幫,佢,揾,啲,薯仔,返嚟,。,,,,,,,,,
gan1-zyu6,#,maa4-maa4,giu3,ngo5,bong1,keoi5,wan2,di1,syu4-zai2,faan1-lai4,#,,,,,,,,,
and then,#,grandmother,ask,me,to help,her,to find,some,potatoes,to come back,#,,,,,,,,,
[4b],,,,,,,,,,,,,,,,,,,,
嫲嫲,叫,我,慢慢,揾,。,佢,話,淨係,用,眼,睇,唔到,啲,薯仔,㗎,。,,,,
maa4-maa4,giu3,ngo5,maan6-maan2,wan2,#,keoi5,waa6,zing6-hai6,jung6,ngaan5,tai2,m4-dou2,di1,syu4-zai2,gaa3,#,,,,
grandmother,ask,me,slowly,to find,#,she,say,only,use,eyes,see,cannot,those,potatoes,(particle),#,,,,
[4c],,,,,,,,,,,,,,,,,,,,
我,淨係,摸到,啲,草,，,揾,唔到,薯仔,喺,邊,。,,,,,,,,,
ngo5,zing6-hai6,mo2-dou2,di1,cou2,#,wan2,m4-dou2,syu4-zai2,hai2,bin1,#,,,,,,,,,
I,only,touch,some,grass,#,find,cannot,potatoes,at,where,#,,,,,,,,,
[5a],,,,,,,,,,,,,,,,,,,,
我,返去,同,嫲嫲,講,：,「,菜,園,入面,冇,晒,薯仔,喇,。,」,,,,,
ngo5,faan1-heoi3,tung4,maa4-maa4,gong2,#,#,coi3,jyun4,jap6-min6,mou5,saai3,syu4-zai2,laa3,#,#,,,,,
I,go back,with,grandmother,say,#,#,vegetables,garden,inside,don't have,all,potatoes,already,#,#,,,,,
[5b],,,,,,,,,,,,,,,,,,,,
嫲嫲,話,：,「,有,㗎,。,你,試下,慢慢,揾,，,一定,揾到,㗎,！,」,,,,
maa4-maa4,waa6,#,#,jau5,gaa3,#,nei5,si3-haa5,maan6-maan2,wan2,#,jat1-ding6,wan2-dou2,gaa3,#,#,,,,
grandmother,say,#,#,have,(particle),#,you,try to,slowly,find,#,sure,find,(particle),#,#,,,,
[6],,,,,,,,,,,,,,,,,,,,
我,去,多,次,菜,園,。,狗仔,小黑,都,同,我,一齊,行,。,,,,,,
ngo5,heoi3,do1,ci3,coi3,jyun4,#,gau2-zai2,Siu-hak1,dou1,tung4,ngo5,jat1-cai4,haang4,#,,,,,,
I,go,more,time,vegetables,garden,#,puppy,Blackjack,also,with,me,together,walk,#,,,,,,
[7a],,,,,,,,,,,,,,,,,,,,
突然間,，,小黑,又,跑,又,跳,，,仲,喺度,大叫,。,,,,,,,,,
