[2a],,,,,,,,,,,,,,,,,
我,見到,媽媽,抱住,細佬,，,我,都,想,媽媽,抱,下,我,。,,,,
ngo5,gin3-dou2,maa4-maa1,pou5-zyu6,sai3-lou2,#,ngo5,dou1,soeng2,maa4-maa1,pou5,haa5,ngo5,#,,,,
I,see,mother,hugging,younger brother,#,I,also,want,mother,to hug,a bit,me,#,,,,
[2b],,,,,,,,,,,,,,,,,
媽媽,話,：,「,阿女,，,我,抱,唔到,你,啊,！,你,太,大個,喇,！,」
maa4-maa1,waa6,#,#,aa3-neoi2,#,ngo5,pou5,m4-dou2,nei5,aa3,#,nei5,taai3,daai6-go3,laa3,#,#
mother,say,#,#,daughter,#,I,hug,cannot,you,(particle),#,you,too,old,already,#,#
[3a],,,,,,,,,,,,,,,,,
貓仔,成日,都,自己,跑,出,街,，,我,都,想,自己,返學,。,,,,
maau1-zai2,sing4-jat6,dou1,zi6-gei2,paau2,ceot1,gaai1,#,ngo5,dou1,soeng2,zi6-gei2,faan1-hok6,#,,,,
kitten,always,also,oneself,run,out,street,#,I,also,want to,oneself,go to school,#,,,,
[3b],,,,,,,,,,,,,,,,,
爸爸,話,：,「,咪,自己一個,行,返,學校,啊,！,你,太,細個,喇,！,」,
baa4-baa1,waa6,#,#,mai2,zi6-gei2-jat1-go3,haang4,faan1,hok6-haau6,aa3,#,nei5,taai3,sai3-go3,laa3,#,#,
father,say,#,#,don't,alone,walk,back,school,(particle),#,you,too,young,(particle),#,#,
[4a],,,,,,,,,,,,,,,,,
細佬,瞓,緊,，,我,想,同,佢,一齊,瞓,。,,,,,,,
sai3-lou2,fan3,gan2,#,ngo5,soeng2,tung4,keoi5,jat1-cai4,fan3,#,,,,,,,
younger brother,sleep,-ing,#,I,want to,with,him,together,sleep,#,,,,,,,
[4b],,,,,,,,,,,,,,,,,
爺爺,話,：,「,唔好,瞓,細佬,張,牀,喎,，,你,太,大個,喇,。,」,
je4-je2,waa6,#,#,m4-hou2,fan3,sai3-lou2,zoeng1,cong4,wo3,#,nei5,taai3,daai6-go3,laa3,#,#,
grandfather,say,#,#,don't,sleep,younger brother,(measure),bed,(particle),#,you,too,old,already,#,#,
[5a],,,,,,,,,,,,,,,,,
公園,有,好多,嘢,玩,，,我,想,同,細佬,一齊,去,。,,,,,
gung1-jyun2,jau5,hou2-do1,je5,waan2,#,ngo5,soeng2,tung4,sai3-lou2,jat1-cai4,heoi3,#,,,,,
park,has,many,things,to play,#,I,want to,with,younger brother,together,go,#,,,,,
[5b],,,,,,,,,,,,,,,,,
嫲嫲,話,：,「,唔好,帶,細佬,出去,啊,，,你,太,細個,喇,。,」,,
maa4-maa4,waa6,#,#,m4-hou2,daai3,sai3-lou2,ceot1-heoi3,aa3,#,nei5,taai3,sai3-go3,laa3,#,#,,
grandmother,say,#,#,don't,bring,younger brother,to go out,(particle),#,you,too,young,(particle),#,#,,
[6a],,,,,,,,,,,,,,,,,
點解,啲,大人,講,嘅,嘢,咁,搞笑,嘅,？,,,,,,,,
dim2-gaai2,di1,daai6-jan4,gong2,ge3,je5,gam3,gaau2-siu3,ge2,#,,,,,,,,
why,those,adults,say,-,things,so,funny,(particle),#,,,,,,,,
[6b],,,,,,,,,,,,,,,,,
我,係,太,大個,吖,，,定係,太,細個,啊,？,,,,,,,
ngo5,hai6,taai3,daai6-go3,aa1,#,ding6-hai6,taai3,sai3-go3,aa3,#,,,,,,,
I,am,too,old,(particle),#,or,too,young,(particle),#,,,,,,,
[7a],,,,,,,,,,,,,,,,,
我,太,大個,，,着,唔到,條,舊,裙仔,。,,,,,,,,
ngo5,taai3,daai6-go3,#,zoek3,m4-dou2,tiu4,gau6,kwan4-zai2,#,,,,,,,,
I,too,old,#,wear,cannot,(measure),old,little skirt,#,,,,,,,,
[7b],,,,,,,,,,,,,,,,,
我,太,細個,，,媽媽,唔准,我,入,廚房,。,,,,,,,,
ngo5,taai3,sai3-go3,#,maa4-maa1,m4-zeon2,ngo5,jap6,cyu4-fong2,#,,,,,,,,
I,too,young,#,mother,don't allow,me,to enter,kitchen,#,,,,,,,,
[8a],,,,,,,,,,,,,,,,,
我,太,大個,，,爺爺,同,唔到,我,玩,騎牛牛,。,,,,,,,
ngo5,taai3,daai6-go3,#,je4-je2,tung4,m4-dou2,ngo5,waan2,ke4-ngau4-ngau2,#,,,,,,,
I,too,old,#,grandfather,with,cannot,me,play,piggy-back ride,#,,,,,,,
[8b],,,,,,,,,,,,,,,,,
我,太,細個,，,帶,唔到,細佬,去街,。,,,,,,,,,
ngo5,taai3,sai3-go3,#,daai3,m4-dou2,sai3-lou2,heoi3-gaai1,#,,,,,,,,,
I,too,young,#,bring,cannot,younger brother,to go out,#,,,,,,,,,
[9a],,,,,,,,,,,,,,,,,
貓仔,你,知唔知,，,我,而家,係,太,大個,定係,太,細個,？,,,,,
maau1-zai2,nei5,zi1-m4-zi1,#,ngo5,ji4-gaa1,hai6,taai3,daai6-go3,ding6-hai6,taai3,sai3-go3,#,,,,,
kitten,you,know or not know,#,I,now,am,too,old,or,too,young,#,,,,,
[9b],,,,,,,,,,,,,,,,,
我,真係,唔明白,。,邊個,答,到,我,？,,,,,,,,,
ngo5,zan1-hai6,m4-ming4-baak6,#,bin1-go3,daap3,dou2,ngo5,#,,,,,,,,,
I,really,don't understand,#,who,answer,can,me,#,,,,,,,,,
[10a],,,,,,,,,,,,,,,,,
媽媽,對,我,笑一笑,，,佢,話,：,,,,,,,,,,
maa4-maa1,deoi3,ngo5,siu3-jat1-siu3,#,keoi5,waa6,#,,,,,,,,,,
mother,towards,me,smile,#,she,say,#,,,,,,,,,,
[10b],,,,,,,,,,,,,,,,,
「,阿女,，,你,啱啱好,夠,大個,返,學校,。,」,,,,,,,
#,aa3-neoi2,#,nei5,ngaam1-ngaam1-hou2,gau3,daai6-go3,faan1,hok6-haau6,#,#,,,,,,,
#,daughter,#,you,just right,enough,old,to go back,school,#,#,,,,,,,
[11a],,,,,,,,,,,,,,,,,
爸爸,大聲,噉,笑,，,對住,我,話,：,,,,,,,,,
baa4-baa1,daai6-seng1,gam2,siu3,#,deoi3-zyu6,ngo5,waa6,#,,,,,,,,,
father,loudly,in this way,laugh,#,towards,me,say,#,,,,,,,,,
[11b],,,,,,,,,,,,,,,,,
「,阿女,，,你,啱啱好,夠,細個,，,騎,到,我,膊頭,。,」,,,,
#,aa3-neoi2,#,nei5,ngaam1-ngaam1-hou2,gau3,sai3-go3,#,ke4,dou2,ngo5,bok3-tau4,#,#,,,,
#,daughter,#,you,just right,enough,young,#,to ride,can,I,shoulder,#,#,,,,
[12a],,,,,,,,,,,,,,,,,
爺爺,輕輕,噉,笑,，,佢,同,我,講,：,,,,,,,,
je4-je2,heng6-heng1,gam2,siu3,#,keoi5,tung4,ngo5,gong2,#,,,,,,,,
grandfather,lightly,in this way,laugh,#,he,with ,me,say,#,,,,,,,,
[12b],,,,,,,,,,,,,,,,,
「,你,啱啱好,夠,大個,帶,我,出去,行街,。,」,,,,,,,
#,nei5,ngaam1-ngaam1-hou2,gau3,daai6-go3,daai3,ngo5,ceot1-heoi3,haang4-gaai1,#,#,,,,,,,
#,you,just right,enough,old,to bring,me,to go out,to walk on street,#,#,,,,,,,
[13a],,,,,,,,,,,,,,,,,
嫲嫲,好,開心,噉,笑,，,對住,我,話,：,,,,,,,,
maa4-maa4,hou2,hoi1-sam1,gam2,siu3,#,deoi3-zyu6,ngo5,waa6,#,,,,,,,,
grandmother,very,happy,in this way,laugh,#,towards,me,say,#,,,,,,,,
[13b],,,,,,,,,,,,,,,,,
「,你,又,啱啱好,夠,細個,，,鍾意,聽,我,講,童話,。,」,,,,
#,nei5,jau6,ngaam1-ngaam1-hou2,gau3,sai3-go3,#,zung1-ji3,teng1,ngo5,gong2,tung4-waa2,#,#,,,,
#,you,again,just right,enough,young,#,to like,to listen,I,tell,fairy tale,#,#,,,,
[14a],,,,,,,,,,,,,,,,,
「,你,幾,大個,都好,，,我哋,都係,咁,錫,你,㗎,！,」,,,,
#,nei5,gei2,daai6-go3,dou1-hou2,#,ngo5-dei6,dou1-hai6,gam3,sek3,nei5,gaa3,#,#,,,,
#,you,how,old,also okay,#,we,also,so,love,you,(particle),#,#,,,,
[14b],,,,,,,,,,,,,,,,,
爸爸,、,媽媽,、,爺爺,同,嫲嫲,都,噉樣,講,。,我,好,開心,。,,,
