[0],,,,,,,,,,,,,,,,,,
望,,,,,,,,,,,,,,,,,,
mong6,,,,,,,,,,,,,,,,,,
to look,,,,,,,,,,,,,,,,,,
[1a],,,,,,,,,,,,,,,,,,
我,今日,唔使,返工,，,想,出去,行吓,。,,,,,,,,,,
ngo5,gam1-jat6,m4-sai2,faan1-gung1,#,soeng2,ceot1-heoi3,haang4-haa5,#,,,,,,,,,,
I,today,no need,to go to work,#,want,to go out,take a short walk,#,,,,,,,,,,
[1b],,,,,,,,,,,,,,,,,,
出面,好好,太陽,，,有,少少,雲,，,,,,,,,,,,,
ceot1-min6,hou2-hou2,taai3-joeng4,#,jau5,siu2-siu2,wan4,#,,,,,,,,,,,
outside,very good,sun,#,there is,a bit,cloud,#,,,,,,,,,,,
[1c],,,,,,,,,,,,,,,,,,
又,唔係,好,熱,。,我,鍾意,呢啲,天氣,。,,,,,,,,,
jau6,m4-hai6,hou2,jit6,#,ngo5,zung1-ji3,ni1-di1,tin1-hei3,#,,,,,,,,,
again,is not,very,hot,#,I,like,these,weather,#,,,,,,,,,
[2],,,,,,,,,,,,,,,,,,
我,驚,下晝,行山,好多,人,，,唔,去,喇,，,都係,去,公園,好啲,。,,,
ngo5,geng1,haa6-zau3,haang4-saan1,hou2-do1,jan4,#,m4,heoi3,laa3,#,dou1-hai6,heoi3,gung1-jyun2,hou2-di1,#,,,
I,afraid,afternoon,hiking,many,people,#,not,go,already,#,also,go,park,better,#,,,
[3a],,,,,,,,,,,,,,,,,,
我,慢慢,噉,跑,完,七,圈,，,停,咗,一陣,，,,,,,,,
ngo5,maan6-maan2,gam2,paau2,jyun4,cat1,hyun1,#,ting4,zo2,jat1-zan6,#,,,,,,,
I,slowly,in this way,run,finished,seven,circle,#,stop,-ed,a while,#,,,,,,,
[3b],,,,,,,,,,,,,,,,,,
跟住,行,去,海邊,。,,,,,,,,,,,,,,
gan1-zyu6,haang4,heoi3,hoi2-bin1,#,,,,,,,,,,,,,,
and then,walk,to go,seaside,#,,,,,,,,,,,,,,
[4a],,,,,,,,,,,,,,,,,,
近,橋,嗰度,嘈,啲,，,我,睇下,貓仔,就,走,喇,。,,,,,,
gan6,kiu4,go2-dou6,cou4,di1,#,ngo5,tai2-haa5,maau1-zai2,zau6,zau2,laa3,#,,,,,,
near,bridge,there,noisy,-er,#,I,take a look,kitten,as a result,leave,already,#,,,,,,
[4b],,,,,,,,,,,,,,,,,,
遠,啲,嗰度,有,座,塔,，,上,到,去,睇,日落,靚,啲,㗎,。,,,
jyun5,di1,go2-dou6,jau5,zo6,taap3,#,soeng5,dou3,heoi3,tai2,jat6-lok6,leng3,di1,gaa3,#,,,
far,-er,there,have,(measure),tower,#,go up,to,go,look,sunset,beautiful,-er,(particle),#,,,
[4c],,,,,,,,,,,,,,,,,,
唔使,要,好,多,嘢,，,噉樣,已經,好好,。,,,,,,,,,
m4-sai2,jiu3,hou2,do1,je5,#,gam2-joeng2,ji5-ging1,hou2-hou2,#,,,,,,,,,
no,need,very,many,thing,#,in this way,already,very good,#,,,,,,,,,
[5a],,,,,,,,,,,,,,,,,,
估唔到,，,我,未,上,到,去,塔,頂,，,個,天,已經,開始,落雨,。,,,
gu2-m4-dou2,#,ngo5,mei6,soeng5,dou3,heoi3,taap3,deng2,#,go3,tin1,ji5-ging1,hoi1-ci2,lok6-jyu5,#,,,
cannot guess,#,I,not,go up,to,go,tower,top,#,(measure),day,already,begin,to rain,#,,,
[5b],,,,,,,,,,,,,,,,,,
我,一個人,喺,下低,，,企,咗,一陣,，,,,,,,,,,,
ngo5,jat1-go3-jan4,hai2,haa6-dai1,#,kei5,zo2,jat1-zan6,#,,,,,,,,,,
I,alone,at,below,#,stand,-ed,a while,#,,,,,,,,,,
[5c],,,,,,,,,,,,,,,,,,
見到,有,個,人,行,咗,落嚟,，,企,喺,我,側邊,。,,,,,,
gin3-dou2,jau5,go3,jan4,haang4,zo2,lok6-lai4,#,kei5,hai2,ngo5,zak1-bin1,#,,,,,,
see,there is,(measure),people,walk,-ed,come down,#,stand,at,my,beside,#,,,,,,
[6a],,,,,,,,,,,,,,,,,,
佢,望住,手上面,隻,錶,，,又,望,吓,海,，,喺度,笑,緊,，,,,,
keoi5,mong6-zyu6,sau2-soeng6-min6,zek3,biu1,#,jau6,mong6,haa2,hoi2,#,hai2-dou6,siu3,gan2,#,,,,
he,stare at,at hand,(measure),watch,#,again,look,-ing,sea,#,right here,laugh,-ing,#,,,,
[6b],,,,,,,,,,,,,,,,,,
我,覺得,佢,好好,睇,。,睇到,佢,望,我,，,,,,,,,,
ngo5,gok3-dak1,keoi5,hou2-hou2,tai2,#,tai2-dou2,keoi5,mong6,ngo5,#,,,,,,,,
I,feel,h,very good,look,#,see,he,look,me,#,,,,,,,,
[6c],,,,,,,,,,,,,,,,,,
我,個,心跳,得,好,快,，,面,都,紅,晒,，,個,身,都,熱,晒,。,
ngo5,go3,sam1-tiu3,dak1,hou2,faai3,#,min6,dou1,hung4,saai3,#,go3,san1,dou1,jit6,saai3,#,
I,(measure),heart-beating,(suffix),very,fast,#,face,also,red,all,#,(measure),body,also,hot,all,#,
[7a],,,,,,,,,,,,,,,,,,
佢,笑,咗,一,笑,，,指,一,指,出面,。,咦,？,停,咗,雨,喇,喎,。
keoi5,siu3,zo2,jat1,siu3,#,zi2,jat1,zi2,ceot1-min6,#,ji2,#,ting4,zo2,jyu5,laa3,wo3,#
he,laugh,-ed,one,laugh,#,point,one,poin,outside,#,Look!,#,stop,-ed,rain,already,(particle),#
[7b],,,,,,,,,,,,,,,,,,
佢,指,一,指,向,上,，,側,一,側,頭,，,對,眼,望住,我,。,,
keoi5,zi2,jat1,zi2,hoeng3,soeng6,#,zak1,jat1,zak1,tau4,#,deoi3,ngaan5,mong6-zyu6,ngo5,#,,
he,point,one,point,to,top,#,side,one,side,head,#,pair,eye,stare at,me,#,,
[7c],,,,,,,,,,,,,,,,,,
我,笑,咗,出聲,，,學,佢,乜都,唔,講,噉,行,上去,。,,,,,
ngo5,siu3,zo2,ceot1-seng1,#,hok6,keoi5,me1-dou1,m4,gong2,gam2,haang4,soeng5-heoi3,#,,,,,
I,laugh,-ed,voice out,#,learn,him,everything,not,say,in this way,walk,go up,#,,,,,
[8a],,,,,,,,,,,,,,,,,,
佢,都,上,咗,嚟,。,我哋,一齊,睇,日落,。,,,,,,,,
keoi5,dou1,soeng5,zo2,lai4,#,ngo5-dei6,jat1-cai4,tai2,jat6-lok6,#,,,,,,,,
he,also,go up,-ed,come,#,we,together,look,sunset,#,,,,,,,,
[8b],,,,,,,,,,,,,,,,,,
又,橙,又,紫,嘅,天空,，,落,完,雨,之後,好,靚,。,,,,,
jau6,caang2,jau6,zi2,ge3,tin1-hung1,#,lok6,jyun4,jyu5,zi1-hau6,hou2,leng3,#,,,,,
again,orange,again,purple,('s),sky,#,fall,finished,rain,after,very,beautiful,#,,,,,
[8c],,,,,,,,,,,,,,,,,,
噉就,已經,好好,。,喺度,撞到,呢個,人,，,噉就,仲好,。,,,,,,,
gam2-zau6,ji5-ging1,hou2-hou2,#,hai2-dou6,zong6-dou2,ni1-go3,jan4,#,gam2-zau6,zung6-hou2,#,,,,,,,
then so,already,very good,#,right here,hit,this,people,#,then so,even better,#,,,,,,,
[9a],,,,,,,,,,,,,,,,,,
講,啲,咩,好,？,佢,鍾,唔,鍾意,我,講,咁多,嘢,？,,,,,
gong2,di1,me1,hou2,#,keoi5,zung1,m4,zung1-ji3,ngo5,gong2,gam3-do1,je5,#,,,,,
