[0],,,,,,,,,,,,,,,,,,,,,,,
生日,快樂,,,,,,,,,,,,,,,,,,,,,,
saang1-jat6,faai3-lok6,,,,,,,,,,,,,,,,,,,,,,
birthday,happy,,,,,,,,,,,,,,,,,,,,,,
[1a],,,,,,,,,,,,,,,,,,,,,,,
昌仔,今日,生日,，,佢,七,歲,喇,！,,,,,,,,,,,,,,,
coeng1-zai2,gam1-jat6,saang1-jat6,#,keoi5,cat1,seoi3,laa3,#,,,,,,,,,,,,,,,
Tristan,today,birthday,#,he,seven,year-old,(particle),#,,,,,,,,,,,,,,,
[1b],,,,,,,,,,,,,,,,,,,,,,,
佢,哥哥,家姐,想,送,一,條,金魚,畀,佢,。,,,,,,,,,,,,,
keoi5,go4-go1,gaa1-ze1,soeng2,sung3,jat1,tiu4,gam1-jyu2,bei2,keoi5,#,,,,,,,,,,,,,
he,elder brother,elder sister,want,to give,one,(measure),goldfish,to,him,#,,,,,,,,,,,,,
[1c],,,,,,,,,,,,,,,,,,,,,,,
佢哋,一齊,坐,小巴,去,金魚,街,。,,,,,,,,,,,,,,,,
keoi5-dei6,jat1-cai4,co5,siu2-baa1,heoi3,gam1-jyu4,gaai1,#,,,,,,,,,,,,,,,,
they,together,take,minibus,to go,goldfish,street,#,,,,,,,,,,,,,,,,
[2a],,,,,,,,,,,,,,,,,,,,,,,
條,街,好,熱,，,上,到,小巴,好,凍,。,,,,,,,,,,,,,
tiu4,gaai1,hou2,jit6,#,soeng5,dou3,siu2-baa1,hou2,dung3,#,,,,,,,,,,,,,
(measure),street,very,hot,#,get on,to,minibus,very,cold,#,,,,,,,,,,,,,
[2b],,,,,,,,,,,,,,,,,,,,,,,
有,個,伯伯,話,：,「,喂,，,唔該,郁,一,郁,，,畀,我,坐,一,坐,。,」,,,,
jau5,go3,baak3-baak3,waa6,#,#,wai3,#,m4-goi1,juk1,jat1,juk1,#,bei2,ngo5,co5,jat1,co5,#,#,,,,
have,(measure),old man,say,#,#,Hey!,#,please,move,one,move,#,let,me,sit,one,sit,#,#,,,,
[3a],,,,,,,,,,,,,,,,,,,,,,,
到,喇,！,到,喇,！,,,,,,,,,,,,,,,,,,
dou3,laa3,#,dou3,laa3,#,,,,,,,,,,,,,,,,,,
arrive,(particle),#,arrive,(particle),#,,,,,,,,,,,,,,,,,,
[3b],,,,,,,,,,,,,,,,,,,,,,,
佢哋,落,咗,小巴,，,條,街,好,熱,。,,,,,,,,,,,,,,
keoi5-dei6,lok6,zo2,siu2-baa1,#,tiu4,gaai1,hou2,jit6,#,,,,,,,,,,,,,,
they,get off,-en,minibus,#,(measure),street,very,hot,#,,,,,,,,,,,,,,
[3c],,,,,,,,,,,,,,,,,,,,,,,
「,嘩,！,有,好多,金魚,！,」,,,,,,,,,,,,,,,,
#,waa1,#,jau5,hou2-do1,gam1-jyu2,#,#,,,,,,,,,,,,,,,,
#,Wow!,#,have,many,goldfish,#,#,,,,,,,,,,,,,,,,
[3d],,,,,,,,,,,,,,,,,,,,,,,
昌仔,拍手,大叫,。,,,,,,,,,,,,,,,,,,,,
coeng1-zai2,paak3-sau2,daai6-giu3,#,,,,,,,,,,,,,,,,,,,,
Tristan,clap hands,shout,#,,,,,,,,,,,,,,,,,,,,
[4a],,,,,,,,,,,,,,,,,,,,,,,
昌仔,見到,一,條,魚,喺,水,度,游嚟游去,。,,,,,,,,,,,,,,
coeng1-zai2,gin3-dou2,jat1,tiu4,jyu2,hai2,seoi2,dou6,jau4-lei4-jau4-heoi3,#,,,,,,,,,,,,,,
Tristan,saw,one,(measure),fish,at,water,there,swimming around,#,,,,,,,,,,,,,,
[4b],,,,,,,,,,,,,,,,,,,,,,,
條,魚,個,口,又,喺度,郁下,郁下,。,,,,,,,,,,,,,,,
tiu4,jyu2,go3,hau2,jau6,hai2-dou6,juk1-haa5,juk1-haa5,#,,,,,,,,,,,,,,,
(measure),fish,(measure),mouth,also,right here,move a bit,move a bit,#,,,,,,,,,,,,,,,
[5a],,,,,,,,,,,,,,,,,,,,,,,
昌仔,問,佢,哥哥,家姐,：,,,,,,,,,,,,,,,,,,
coeng1-zai2,man6,keoi5,go4-go1,gaa1-ze1,#,,,,,,,,,,,,,,,,,,
Tristan,ask,his,elder brother,elder sister,#,,,,,,,,,,,,,,,,,,
[5b],,,,,,,,,,,,,,,,,,,,,,,
「,條,魚,係唔係,口渴,？,條,魚,係唔係,喺度,飲,緊,水,？,」,,,,,,,,,
#,tiu4,jyu2,hai6-m4-hai6,hau2-hot3,#,tiu4,jyu2,hai6-m4-hai6,hai2-dou6,jam2,gan2,seoi2,#,#,,,,,,,,,
#,(measure),fish,is or isn't,thirsty,#,(measure),fish,is or isn't,right here,drink,-ing,water,#,#,,,,,,,,,
[5c],,,,,,,,,,,,,,,,,,,,,,,
哥哥,答,：,「,唔係,。,」,,,,,,,,,,,,,,,,,
go4-go1,daap3,#,#,m4-hai6,#,#,,,,,,,,,,,,,,,,,
elder brother,reply,#,#,is not,#,#,,,,,,,,,,,,,,,,,
[5d],,,,,,,,,,,,,,,,,,,,,,,
昌仔,又,問,：,,,,,,,,,,,,,,,,,,,,
coeng1-zai2,jau6,man6,#,,,,,,,,,,,,,,,,,,,,
Tristan,again,ask,#,,,,,,,,,,,,,,,,,,,,
[5e],,,,,,,,,,,,,,,,,,,,,,,
「,噉,條,魚,係唔係,肚餓,？,條,魚,係唔係,喺度,食,緊,嘢,？,」,,,,,,,,
#,gam2,tiu4,jyu2,hai6-m4-hai6,tou5-ngo6,#,tiu4,jyu2,hai6-m4-hai6,hai2-dou6,sik6,gan2,je5,#,#,,,,,,,,
#,then,(measure),fish,is or isn't,hungry,#,(measure),fish,is or isn't,right here,eat,-ing,thing,#,#,,,,,,,,
[5f],,,,,,,,,,,,,,,,,,,,,,,
家姐,答,：,「,唔係,。,」,,,,,,,,,,,,,,,,,
gaa1-ze1,daap3,#,#,m4-hai6,#,#,,,,,,,,,,,,,,,,,
elder sister,reply,#,#,is not,#,#,,,,,,,,,,,,,,,,,
[6a],,,,,,,,,,,,,,,,,,,,,,,
有,個,叔叔,行,過嚟,，,佢,話,條,魚,喺度,呼吸,緊,。,,,,,,,,,,
jau5,go3,suk1-suk1,haang4,gwo3-lei4,#,keoi5,waa6,tiu4,jyu2,hai2-dou6,fu1-kap1,gan2,#,,,,,,,,,,
have,(measure),uncle,walk,to come over,#,he,say,(measure),fish,right here,breathe,-ing,#,,,,,,,,,,
[6b],,,,,,,,,,,,,,,,,,,,,,,
叔叔,又,問,：,「,細路,，,有冇,邊,條,魚,你,想,要,？,」,,,,,,,,
suk1-suk1,jau6,man6,#,#,sai3-lou6,#,jau5-mou5,bin1,tiu4,jyu2,nei5,soeng2,jiu3,#,#,,,,,,,,
uncle,again,ask,#,#,kid,#,have or haven't,which,(measure),fish,you,want,to have,#,#,,,,,,,,
[6c],,,,,,,,,,,,,,,,,,,,,,,
昌仔,見到,有,一,條,魚,，,條,尾,又,長,又,靚,，,,,,,,,,,,
coeng1-zai2,gin3-dou2,jau5,jat1,tiu4,jyu2,#,tiu4,mei5,jau6,coeng4,jau6,leng3,#,,,,,,,,,,
Tristan,saw,have,one,(measure),fish,#,(measure),tail,also,long,also,beautiful,#,,,,,,,,,,
[6d],,,,,,,,,,,,,,,,,,,,,,,
佢,同,叔叔,講,佢,想,要,嗰,條,魚,。,,,,,,,,,,,,,
keoi5,tung4,suk1-suk1,gong2,keoi5,soeng2,jiu3,go2,tiu4,jyu2,#,,,,,,,,,,,,,
he,to,uncle,say,he,want,to have,that,(measure),fish,#,,,,,,,,,,,,,
[6e],,,,,,,,,,,,,,,,,,,,,,,
「,呢,條,？,好,！,噉,不如,要,埋,啲,魚糧,啦,？,細細粒,，,啲,魚,好,鍾意,食,㗎,。,」
#,nei1,tiu4,#,hou2,#,gam2,bat1-jyu4,jiu3,maai4,di1,jyu4-loeng4,laa1,#,sai3-sai3-nap1,#,di1,jyu2,hou2,zung1-ji3,sik6,gaa3,#,#
#,this,(measure),#,good,#,then,how about,want,also,some,fish food,(particle),#,fine-grained,#,those,fish,very,like,to eat,(particle),#,#
