[2],,,,,,,,,,,,,,,,,
水,對,我哋,好,緊要,。,平時,嘅,生活,唔可以,冇,咗,水,。,,,,
seoi2,deoi3,ngo5-dei6,hou2,gan2-jiu3,#,ping4-si4,ge3,sang1-wut6,m4-ho2-ji5,mou5,zo2,seoi2,#,,,,
water,to,us,very,important,#,ordinary times,-,life,cannot,don't have,-ed,water,#,,,,
[3a],,,,,,,,,,,,,,,,,
水,由,一,隻,杯,流,入,第二,隻,杯,嗰陣,，,會,有,聲,。,,
seoi2,jau4,jat1,zek3,bui1,lau4,jap6,dai6-ji6,zek3,bui1,go2-zan6,#,wui5,jau5,seng1,#,,
water,from,one,(measure),cup,flow,into,another,(measure),cup,that time,#,will,have,sound,#,,
[3b],,,,,,,,,,,,,,,,,
我,好,鍾意,聽,呢,種,聲,。,,,,,,,,,,
ngo5,hou2,zung1-ji3,teng1,ne1,zung2,seng1,#,,,,,,,,,,
I,really,like,to hear,this,type of,sound,#,,,,,,,,,,
[4a],,,,,,,,,,,,,,,,,
條,街,落,緊,雨,。,我,都,好,鍾意,聽,雨,聲,。,,,,
tiu4,gaai1,lok6,gan2,jyu5,#,ngo5,dou1,hou2,zung1-ji3,teng1,jyu5,seng1,#,,,,
(measure),street,fall,-ing,rain,#,I,also,really,like,to hear,rain,sound,#,,,,
[4b],,,,,,,,,,,,,,,,,
雨,就係,由,天空,落,落嚟,嘅,水,。,,,,,,,,,
jyu5,zau6-hai6,jau4,tin1-hung1,lok6,lok6-lai4,ge3,seoi2,#,,,,,,,,,
rain,is,from,the sky,fall,come down,-,water,#,,,,,,,,,
[5a],,,,,,,,,,,,,,,,,
有,咗,雨水,，,啲,樹,先,可以,生,高,啲,。,,,,,,
jau5,zo2,jyu5-seoi2,#,di1,syu6,sin1,ho2-ji5,saang1,gou1,di1,#,,,,,,
have,-ed,rain water,#,those,trees,then,can,grow,tall,more,#,,,,,,
[5b],,,,,,,,,,,,,,,,,
淋,完,雨水,，,啲,菜,都,唔會,死,，,可以,繼續,生,。,,,,
lam4,jyun4,jyu5-seoi2,#,di1,coi3,dou1,m4-wui5,sei2,#,ho2-ji5,gai3-zuk6,saang1,#,,,,
drench,finished,rain water,#,those,vegetables,also,will not,die,#,can,continue,grow,#,,,,
[5c],,,,,,,,,,,,,,,,,
我哋,仲,可以,裝住,啲,雨水,，,留返,嚟,用,。,,,,,,,
ngo5-dei6,zung6,ho2-ji5,zong1-zyu6,di1,jyu5-seoi2,#,lau4-faan1,lai4,jung6,#,,,,,,,
we,even,can,hold,those,rain water,#,to keep,for,use,#,,,,,,,
[7a],,,,,,,,,,,,,,,,,
夏天,成日,都,落,大,雨,。,,,,,,,,,,,
haa6-tin1,sing4-jat6,dou1,lok6,daai6,jyu5,#,,,,,,,,,,,
summer,always,also,fall,big,rain,#,,,,,,,,,,,
[7b],,,,,,,,,,,,,,,,,
爸爸,叫,我,留返,喺,屋企,入面,。,,,,,,,,,,
baa4-baa1,giu3,ngo5,lau4-faan1,hai2,uk1-kei2,jap6-min6,#,,,,,,,,,,
father,ask,me,to stay,at,home,inside,#,,,,,,,,,,
[8a],,,,,,,,,,,,,,,,,
不過,我,覺得,好,悶,，,我,冇,聽,爸爸,話,，,出,咗,去,玩,。,
bat1-gwo3,ngo5,gok3-dak1,hou2,mun6,#,ngo5,mou5,teng1,baa4-baa1,waa6,#,ceot1,zo2,heoi3,waan2,#,
but,I,feel,very,bored,#,I,didn't,listen,father,words,#,go out,-ed,to go,to play,#,
[8b],,,,,,,,,,,,,,,,,
啲,雨,淋,到,我,濕,晒,。,,,,,,,,,,
di1,jyu5,lam4,dou3,ngo5,sap1,saai3,#,,,,,,,,,,
those,rain,drench,until,I,wet,completely,#,,,,,,,,,,
[9a],,,,,,,,,,,,,,,,,
爸爸,叫,我,返,入,屋,：,「,阿女,，,噉樣,淋,雨,會,病,㗎,！,」
baa4-baa1,giu3,ngo5,faan1,jap6,uk1,#,#,aa3-neoi2,#,gam2-joeng2,lam4,jyu5,wui5,beng6,gaa3,#,#
father,ask,me,to return,into,home,#,#,daughter,#,in this way,drench,rain,will,fall ill,(particle),#,#
[9b],,,,,,,,,,,,,,,,,
爸爸,叫,我,即刻,沖涼,換,衫,，,仲,幫,我,梳,返,好,個,頭,。,
baa4-baa1,giu3,ngo5,zik1-hak1,cung1-loeng4,wun6,saam1,#,zung6,bong1,ngo5,so1,faan1,hou2,go3,tau4,#,
father,ask,me,at once,take a shower,change,clothes,#,even,help,me,to comb,back,good,(measure),head,#,
[10a],,,,,,,,,,,,,,,,,
雨,唔可以,日日,都,落,。,如果,唔係,，,出面,會,水浸,。,,,,,
jyu5,m4-ho2-ji5,jat6-jat6,dou1,lok6,#,jyu4-gwo2,m4-hai6,#,ceot1-min6,wui5,seoi2-zam3,#,,,,,
rain,cannot,every day,also,fall,#,if,is not,#,outside,will,flood,#,,,,,
[10b],,,,,,,,,,,,,,,,,
冇,雨,落,嗰陣,，,太陽,會,出嚟,。,我,就,可以,出去,玩,喇,。,,
mou5,jyu5,lok6,go2-zan6,#,taai3-joeng4,wui5,ceot1-lai4,#,ngo5,zau6,ho2-ji5,ceot1-heoi3,waan2,laa3,#,,
don't have,rain,fall,that time,#,the sun,will,come out,#,I,then,can,go out,to play,(particle),#,,
