[0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
飲,早,茶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jam2,zou2,caa4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to drink,morning,tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
今日,，,爸爸,媽媽,、,細妹,同,我,去,揾,公公,婆婆,食飯,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gam1-jat6,#,baa4-baa1,maa4-maa1,#,sai3-mui2,tung4,ngo5,heoi3,wan2,gung4-gung1,po4-po2,sik6-faan6,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
today,#,father,mother,#,younger sister,and,I,to go,to find,grandfather,grandmother,to have a meal,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
公公,婆婆,住,喺,旺角,，,我哋,住,屯門,，,所以,朝早,八,點鐘,已經,要,出門,搭,巴士,。,,,,,,,,,,,,,,,,,,,,,,,,,,
gung4-gung1,po4-po2,zyu6,hai2,Wong6-Gok3,#,ngo5-dei6,zyu6,Tyun4-Mun4,#,so2-ji5,ziu1-zou2,baat3,dim2-zung1,ji5-ging1,jiu3,ceot1-mun4,daap3,baa1-si2,#,,,,,,,,,,,,,,,,,,,,,,,,,,
grandfather,grandmother,to live,at,Mong Kok,#,we,to live,Tuen Mun,#,therefore,morning,eight,o'clock,already,need to,to go out,to take,bus,#,,,,,,,,,,,,,,,,,,,,,,,,,,
[1c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我,問,媽媽,：,「,媽媽,，,點解,我哋,要,八,點,出門口,？,我,想,瞓,多,一陣,……,」,,,,,,,,,,,,,,,,,,,,,,,,,
ngo5,man6,maa4-maa1,#,#,maa4-maa1,#,dim2-gaai2,ngo5-dei6,jiu3,baat3,dim2,ceot1-mun4-hau2,#,ngo5,soeng2,fan3,do1,jat1-zan6,#,#,,,,,,,,,,,,,,,,,,,,,,,,,
I,to ask,mother,#,#,mother,#,why,we,need to,eight,o'clock,to go out,#,I,to want,to sleep,more,a while,#,#,,,,,,,,,,,,,,,,,,,,,,,,,
[1d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
媽媽,同,我,講,：,「,公公,婆婆,佢哋,好,早,起身,，,好,早,肚餓,，,好,早,食飯,。,我哋,九,點鐘,到,，,就,可以,早,啲,同,佢哋,食嘢,……,」,,,,,,,,,,,
maa4-maa1,tung4,ngo5,gong2,#,#,gung4-gung1,po4-po2,keoi5-dei6,hou2,zou2,hei2-san1,#,hou2,zou2,tou5-ngo6,#,hou2,zou2,sik6-faan6,#,ngo5-dei6,gau2,dim2-zung1,dou3,#,zau6,ho2-ji5,zou2,di1,tung4,keoi5-dei6,sik6-je5,#,#,,,,,,,,,,,
mother,to,I,to say,#,#,grandfather,grandmother,they,very,early,to get up,#,very,early,hungry,#,very,early,to have a meal,#,we,nine,o'clock,to arrive,#,then,can,early,-er,with,they,to eat,#,#,,,,,,,,,,,
[2a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我,有,兩個,月,冇,見,過,公公,婆婆,喇,！,公公,同,婆婆,今日,都,好,精神,——,佢哋,年紀,好,大,㗎喇,，,頭髮,都,白,晒,，,最近,天氣,又,熱,，,但係,佢哋,起身,都會,去,公園,行,下,，,做運動,。
