[2a],,,,,,,,,,,,,,,,,,
一,隻,手,有,五,隻,手指,。,,,,,,,,,,,
jat1,zek3,sau2,jau5,ng5,zek3,sau2-zi2,#,,,,,,,,,,,
one,(measure),hand,have,five,(measure),fingers,#,,,,,,,,,,,
[2b],,,,,,,,,,,,,,,,,,
我,有,兩,隻,手,，,有,十,隻,手指,。,,,,,,,,
ngo5,jau5,loeng5,zek3,sau2,#,jau5,sap6,zek3,sau2-zi2,#,,,,,,,,
I,have,two,(measure),hands,#,have,ten,(measure),fingers,#,,,,,,,,
[2c],,,,,,,,,,,,,,,,,,
你,都,一樣,有,兩,隻,手,，,有,十,隻,手指,。,,,,,,
nei5,dou1,jat1-joeng6,jau5,loeng5,zek3,sau2,#,jau5,sap6,zek3,sau2-zi2,#,,,,,,
you,also,the same,have,two,(measure),hands,#,have,ten,(measure),fingers,#,,,,,,
[3a],,,,,,,,,,,,,,,,,,
我,用,對,手,拎,好多,嘢,，,拎,紙,、,拎,筆,、,拎,咩,都,得,。
ngo5,jung6,deoi3,sau2,ling1,hou2-do1,je5,#,ling1,zi2,#,ling1,bat1,#,ling1,me1,dou1,dak1,#
I,use,pair of,hands,to take,many,things,#,to take,paper,#,to take,pen,#,to take,whatever,all,can,#
[3b],,,,,,,,,,,,,,,,,,
我,用,對,手,嚟,拉,重,嘢,，,車,都,拉,得,郁,。,,,,
ngo5,jung6,deoi3,sau2,lai4,laai1,cung5,je5,#,ce1,dou1,laai1,dak1,juk1,#,,,,
I,use,pair of,hands,to,pull,heavy,things,#,car,also,pull,can,to move,#,,,,
[3c],,,,,,,,,,,,,,,,,,
有,咗,兩,隻,手,，,我,做,到,好多,嘢,。,,,,,,,
jau5,zo2,loeng5,zek3,sau2,#,ngo5,zou6,dou2,hou2-do1,je5,#,,,,,,,
have,-ed,two,(measure),hands,#,I,do,can,many,thing,#,,,,,,,
[4a],,,,,,,,,,,,,,,,,,
我,用,對,手,摸,到,好多,嘢,，,,,,,,,,,,
ngo5,jung6,deoi3,sau2,mo2,dou2,hou2-do1,je5,#,,,,,,,,,,
I,use,pair of,hands,to touch,can,many,things,#,,,,,,,,,,
[4b],,,,,,,,,,,,,,,,,,
掂,住,唔同,嘅,嘢,，,我,一,掂,就,知,係,咩,。,,,,,
dim3,zyu6,m4-tung4,ge3,je5,#,ngo5,jat1,dim3,zau6,zi1,hai6,me1,#,,,,,
touch,-ing,different,-,things,#,I,once,touch,then,to know,is,what,#,,,,,
[5a],,,,,,,,,,,,,,,,,,
舉,高,對,手,嗰陣,，,我,攞,到,啲,好,高,嘅,嘢,。,,,,
geoi2,gou1,deoi3,sau2,go2-zan6,#,ngo5,lo2,dou2,di1,hou2,gou1,ge3,je5,#,,,,
raise,high,pair of,hands,that time,#,I,take,can,some,very,high,-,things,#,,,,
[5b],,,,,,,,,,,,,,,,,,
不過,個,盒,太,高,喇,，,我,唔小心,整,跌,咗,。,,,,,,
bat1-gwo3,go3,hap2,taai3,gou1,laa3,#,ngo5,m4-siu2-sam1,zing2,dit3,zo2,#,,,,,,
but,(measure),box,too,high,(particle),#,I,careless,make,to fall,-ed,#,,,,,,
[6a],,,,,,,,,,,,,,,,,,
盒,入面,嘅,嘢,跌,晒,落嚟,，,我,要,執,返,好,佢,。,,,,
hap2,jap6-min6,ge3,je5,dit3,saai3,lok6-lai4,#,ngo5,jiu3,zap1,faan1,hou2,keoi5,#,,,,
box,inside,-,things,fall,all,down,#,I,have to,pick up,back,good,it,#,,,,
[6b],,,,,,,,,,,,,,,,,,
呢度,亂,到,噉,，,睇嚟,要,慢慢,執,喇,。,,,,,,,,
ni1-dou6,lyun6,dou3,gam2,#,tai2-lai4,jiu3,maan6-maan2,zap1,laa3,#,,,,,,,,
here,messy,to,in this way,#,seems,need to,slowly,pick up,(particle),#,,,,,,,,
[7a],,,,,,,,,,,,,,,,,,
好彩,我,有,呢,對,手,。,,,,,,,,,,,,
hou2-coi2,ngo5,jau5,ni1,deoi3,sau2,#,,,,,,,,,,,,
lucky,I,have,this,pair of,hands,#,,,,,,,,,,,,
[7b],,,,,,,,,,,,,,,,,,
我,輕輕,郁,下,啲,手指,，,執,乜嘢,都,唔難,。,,,,,,,
ngo5,heng6-heng1,juk1,haa5,di1,sau2-zi2,#,zap1,mat1-je5,dou1,m4-naan4,#,,,,,,,
I,slightly,move,a bit,these,fingers,#,to pick up,whatever,all,not difficult,#,,,,,,,
[8a],,,,,,,,,,,,,,,,,,
手指,仲,可以,用嚟,指,嘢,。,,,,,,,,,,,,
sau2-zi2,zung6,ho2-ji5,jung6-lai4,zi2,je5,#,,,,,,,,,,,,
fingers,also,can,use as,point to,things,#,,,,,,,,,,,,
[8b],,,,,,,,,,,,,,,,,,
我,指,住,書,上面,嘅,字,，,好,快,就,睇,完,本,書,喇,。,,
ngo5,zi2,zyu6,syu1,soeng6-min6,ge3,zi6,#,hou2,faai3,zau6,tai2,jyun4,bun2,syu1,laa3,#,,
I,point to,-ing,book,above,-,words,#,very,fast,as a result,read,finished,(measure),book,(particle),#,,
