[0],,,,,,,,,,,,,,,,,
鍾意,顏色,嘅,熊人,,,,,,,,,,,,,,
zung1-ji3,ngaan4-sik1,ge3,hung4-jan2,,,,,,,,,,,,,,
like,colour,-,bear,,,,,,,,,,,,,,
[2a],,,,,,,,,,,,,,,,,
佢,係,熊人,。,聽,人,講,佢,好,鍾意,顏色,㗎,！,,,,,
keoi5,hai6,hung4-jan2,#,teng1,jan4,gong2,keoi5,hou2,zung1-ji3,ngaan4-sik1,gaa3,#,,,,,
it,is,bear,#,hear,people,say,it,really,like,colours,(particle),#,,,,,
[2b],,,,,,,,,,,,,,,,,
佢,間,屋,有,好多,唔同,顏色,嘅,畫,。,,,,,,,,
keoi5,gaan1,uk1,jau5,hou2-do1,m4-tung4,ngaan4-sik1,ge3,waa2,#,,,,,,,,
it,(measure),house,have,many,different,colours,-,drawings,#,,,,,,,,
[2c1],,,,,,,,,,,,,,,,,
不過,佢,自己,就,白雪雪,，,一啲,顏色,都,冇,，,,,,,,,
bat1-gwo3,keoi5,zi6-gei2,zau6,baak6-syut1-syut1,#,jat1-di1,ngaan4-sik1,dou1,mou5,#,,,,,,,
but,it,self,then,as white as snow,#,a bit,colour,all,don't have,#,,,,,,,
[2c2],,,,,,,,,,,,,,,,,
佢,好,唔開心,啊,。,,,,,,,,,,,,,
keoi5,hou2,m4-hoi1-sam1,aa3,#,,,,,,,,,,,,,
it,very,unhappy,(particle),#,,,,,,,,,,,,,
[3],,,,,,,,,,,,,,,,,
佢,走,出,間,屋,，,想,揾,多啲,唔同,嘅,顏色,。,,,,,
keoi5,zau2,ceot1,gaan1,uk1,#,soeng2,wan2,do1-di1,m4-tung4,ge3,ngaan4-sik1,#,,,,,
it,walk,out,(measure),house,#,want to,find,more,different,-,colours,#,,,,,
[4],,,,,,,,,,,,,,,,,
佢,走,到,樹,下面,，,有,啲,嘢,滴,咗,落,佢,個,頭,度,。,
keoi5,zau2,dou3,syu6,haa6-min6,#,jau5,di1,je5,dik6,zo2,lok6,keoi5,go3,tau4,dou6,#,
it,walk,to,tree,below,#,there is,some,thing,drip,-ed,down,it,(measure),head,there,#,
[5],,,,,,,,,,,,,,,,,
係,蜜糖,啊,！,蜜糖,係,黃色,嘅,。,佢,對,耳仔,都,變,咗,黃色,。,
hai6,mat6-tong4,aa3,#,mat6-tong4,hai6,wong4-sik1,ge3,#,keoi5,deoi3,ji5-zai2,dou1,bin3,zo2,wong4-sik1,#,
is,honey,(particle),#,honey,is,yellow,-,#,it,pair of,ears,all,become,-ed,yellow,#,
[6],,,,,,,,,,,,,,,,,
有,隻,蜜蜂,喺,佢,耳仔,隔籬,飛,。,佢,想,走,，,不過,佢,跌親,啊,！
jau5,zek3,mat6-fung1,hai2,keoi5,ji5-zai2,gaak3-lei4,fei1,#,keoi5,soeng2,zau2,#,bat1-gwo3,keoi5,dit3-can1,aa3,#
there is,(measure),bee,at,it,ears,next to,fly,#,it,want to,leave,#,but,it,fall down,(particle),#
[7a],,,,,,,,,,,,,,,,,
佢,跌,咗,落,啲,泥,度,。,,,,,,,,,,
keoi5,dit3,zo2,lok6,di1,nai4,dou6,#,,,,,,,,,,
it,fall,-ed,down,the,mud,there,#,,,,,,,,,,
[7b],,,,,,,,,,,,,,,,,
啲,泥,係,啡色,嘅,，,搞到,佢,個,肚,都,變,咗,啡色,。,,,
di1,nai4,hai6,fe1-sik1,ge3,#,gaau2-dou3,keoi5,go3,tou5,dou1,bin3,zo2,fe1-sik1,#,,,
the,mud,is,brown,-,#,make,it,(measure),tummy,all,become,-ed,brown,#,,,
[8a],,,,,,,,,,,,,,,,,
佢,見到,啲,西瓜,。,,,,,,,,,,,,,
keoi5,gin3-dou2,di1,sai1-gwaa1,#,,,,,,,,,,,,,
it,see,some,watermelon,#,,,,,,,,,,,,,
[8b],,,,,,,,,,,,,,,,,
西瓜,出面,好,綠,，,入面,好,紅,，,睇,起嚟,好,好食,。,,,,
sai1-gwaa1,ceot1-min6,hou2,luk6,#,jap6-min6,hou2,hung4,#,tai2,hei2-lai4,hou2,hou2-sik6,#,,,,
watermelon,outside,very,green,#,inside,very,red,#,look,(particle),very,tasty,#,,,,
[8c],,,,,,,,,,,,,,,,,
佢,切,開,個,西瓜,，,拎,咗,一,楷,嚟,食,。,,,,,
keoi5,cit3,hoi1,go3,sai1-gwaa1,#,ling1,zo2,jat1,kaai2,lai4,sik6,#,,,,,
it,cut,open,(measure),watermelon,#,take,-ed,one,slice of,to,eat,#,,,,,
[9],,,,,,,,,,,,,,,,,
楷,西瓜,搞到,佢,個,口,都,紅,晒,。,,,,,,,,
kaai2,sai1-gwaa1,gaau2-dou3,keoi5,go3,hau2,dou1,hung4,saai3,#,,,,,,,,
slice of,watermelon,make,it,(measure),mouth,all,red,all,#,,,,,,,,
[10],,,,,,,,,,,,,,,,,
跟住,佢,揾到,啲,藍色,嘅,花,。,啲,花,可以,用嚟,做,顏料,。,,,
gan1-zyu6,keoi5,wan2-dou2,di1,laam4-sik1,ge3,faa1,#,di1,faa1,ho2-ji5,jung6-lai4,zou6,ngaan4-liu2,#,,,
and then,it,found,some,blue,-,flowers,#,those,flowers,can,use for,as,pigment,#,,,
[11],,,,,,,,,,,,,,,,,
而家,佢,兩,隻,手,都,變,咗,藍色,。,,,,,,,,
ji4-gaa1,keoi5,loeng5,zek3,sau2,dou1,bin3,zo2,laam4-sik1,#,,,,,,,,
now,it,two,(measure),hands,all,become,-ed,blue,#,,,,,,,,
[12],,,,,,,,,,,,,,,,,
之後,，,佢,瞓低,喺,綠,草,上面,。,,,,,,,,,
zi1-hau6,#,keoi5,fan3-dai1,hai2,luk6,cou2,soeng6-min6,#,,,,,,,,,
and then,#,it,lie down,on,green,grass,above,#,,,,,,,,,
[13],,,,,,,,,,,,,,,,,
就係噉樣,，,佢,背後,都,變,咗,綠色,。,,,,,,,,,
zau6-hai6-gam2-joeng2,#,keoi5,bui3-hau6,dou1,bin3,zo2,luk6-sik1,#,,,,,,,,,
as a result,#,it,back,all,become,-ed,green,#,,,,,,,,,
[14a],,,,,,,,,,,,,,,,,
有,工人,油,緊,油,喎,。,,,,,,,,,,,
jau5,gung1-jan4,jau4,gan2,jau2,wo3,#,,,,,,,,,,,
there is,worker,paint,-ing,paint,(particle),#,,,,,,,,,,,
[14b],,,,,,,,,,,,,,,,,
熊人,睇,到,眼,都,唔轉,，,佢,覺得,啲,顏色,好,靚,。,,,,
hung4-jan2,tai2,dou3,ngaan5,dou1,m4-zyun3,#,keoi5,gok3-dak1,di1,ngaan4-sik1,hou2,leng3,#,,,,
bear,watch,to,eyes,also,don't roll,#,it,feel,those,colours,very,good-looking,#,,,,
[14c],,,,,,,,,,,,,,,,,
原來,佢,對,腳,踩,咗,落,啲,油,度,啊,！,,,,,,
jyun4-loi4,keoi5,deoi3,goek3,caai2,zo2,lok6,di1,jau2,dou6,aa3,#,,,,,,
it turns out,it,pair of,feet,step,-ed,down,the,paint,there,(particle),#,,,,,,
[15],,,,,,,,,,,,,,,,,
而家,佢,對,腳,都,變,咗,粉紅色,。,,,,,,,,,
ji4-gaa1,keoi5,deoi3,goek3,dou1,bin3,zo2,fan2-hung4-sik1,#,,,,,,,,,
now,it,pair of,feet,all,become,-ed,pink,#,,,,,,,,,
[16a],,,,,,,,,,,,,,,,,
睇下,！,熊人,佢,唔,再,白雪雪,喇,。,,,,,,,,,
tai2-haa5,#,hung4-jan2,keoi5,m4,zoi3,baak6-syut1-syut1,laa3,#,,,,,,,,,
Look!,#,bear,it,not,anymore,as white as snow,(particle),#,,,,,,,,,
[16b],,,,,,,,,,,,,,,,,
佢,兩,隻,耳仔,變,咗,黃色,，,個,口,變,咗,紅色,，,,,,
keoi5,loeng5,zek3,ji5-zai2,bin3,zo2,wong4-sik1,#,go3,hau2,bin3,zo2,hung4-sik1,#,,,,
it,two,(measure),ears,become,-ed,yellow,#,(measure),mouth,become,-ed,red,#,,,,
[16c],,,,,,,,,,,,,,,,,
對,手,變,咗,藍色,，,對,腳,變,咗,粉紅色,，,,,,,,
deoi3,sau2,bin3,zo2,laam4-sik1,#,deoi3,goek3,bin3,zo2,fan2-hung4-sik1,#,,,,,,
pair of,hands,become,-ed,blue,#,pair of,feet,become,-ed,pink,#,,,,,,
[16d],,,,,,,,,,,,,,,,,
個,肚,變,咗,啡色,，,後面,仲,變,咗,綠色,。,,,,,,
go3,tou5,bin3,zo2,fe1-sik1,#,hau6-min6,zung6,bin3,zo2,luk6-sik1,#,,,,,,
(measure),tummy,become,-ed,brown,#,back,even,become,-ed,green,#,,,,,,
[16e],,,,,,,,,,,,,,,,,
