[1],,,,,,,,,,,,,,,,,
恐龍仔,，,對唔住,啊,！,我,要,送,你,畀,我,嘅,好,朋友,。,,,
hung2-lung4-zai2,#,deoi3-m4-zyu6,aa3,#,ngo5,jiu3,sung3,nei5,bei2,ngo5,ge3,hou2,pang4-jau5,#,,,
little dinosaur,#,sorry,(particle),#,I,have to,give,you,to,I, 's,good,friend,#,,,
[2],,,,,,,,,,,,,,,,,
佢,係,阿賢,，,佢,屋企,好,細,，,冇,嘢,玩,。,,,,,
keoi5,hai6,Aa3-Jin4,#,keoi5,uk1-kei2,hou2,sai3,#,mou5,je5,waan2,#,,,,,
he,is,Billy,#,he,home,very,small,#,no,thing,to play,#,,,,,
[3a],,,,,,,,,,,,,,,,,
佢,好,好人,㗎,，,你,肚餓,，,佢,畀,嘢,你,食,，,,,,
keoi5,hou2,hou2-jan4,gaa3,#,nei5,tou5-ngo6,#,keoi5,bei2,je5,nei5,sik6,#,,,,
he,very,nice person,(particle),#,you,hungry,#,he,give,food,you,to eat,#,,,,
[3b],,,,,,,,,,,,,,,,,
你,口渴,，,佢,畀,水,你,飲,。,,,,,,,,,
nei5,hau2-hot3,#,keoi5,bei2,seoi2,nei5,jam2,#,,,,,,,,,
you,thirsty,#,he,give,water,you,to drink,#,,,,,,,,,
[4],,,,,,,,,,,,,,,,,
天氣,好,，,佢,同,你,落,公園,玩,。,,,,,,,,
tin1-hei3,hou2,#,keoi5,tung4,nei5,lok6,gung1-jyun2,waan2,#,,,,,,,,
weather,good,#,he,with,you,go down,park,to play,#,,,,,,,,
[5],,,,,,,,,,,,,,,,,
嗰度,有,花,，,同埋,雀仔,。,有,啲,雀仔,大,過,你,，,重,過,你,，
go2-dou6,jau5,faa1,#,tung4-maai4,zoek3-zai2,#,jau5,di1,zoek3-zai2,daai6,gwo3,nei5,#,cung5,gwo3,nei5,#
there,have,flowers,#,and,birds,#,there are,some,birds,big,than,you,#,heavy,than,you,#
[5b],,,,,,,,,,,,,,,,,
你,唔好,驚,，,佢哋,唔食,你,㗎,。,,,,,,,,,
nei5,m4-hou2,geng1,#,keoi5-dei6,m4-sik6,nei5,gaa3,#,,,,,,,,,
you,do not,afraid,#,they,don't eat,you,(particle),#,,,,,,,,,
[6],,,,,,,,,,,,,,,,,
有,啲,雀仔,細,過,你,，,輕,過,你,，,你,唔好,食,佢哋,啊,。,
jau5,di1,zoek3-zai2,sai3,gwo3,nei5,#,heng1,gwo3,nei5,#,nei5,m4-hou2,sik6,keoi5-dei6,aa3,#,
there are,some,birds,small,than,you,#,light,than,you,#,you,do not,eat,them,(particle),#,
[7],,,,,,,,,,,,,,,,,
佢哋,都,好,曳,，,喺,天空,飛,，,成日,便便,，,你,冇,佢哋,咁,曳,。
keoi5-dei6,dou1,hou2,jai5,#,hai2,tin1-hung1,fei1,#,sing4-jat6,bin6-bin6,#,nei5,mou5,keoi5-dei6,gam3,jai5,#
they,also,very,naughty,#,at,the sky,fly,#,always,poo,#,you,don't have,them,so,naughty,#
[8a],,,,,,,,,,,,,,,,,
天氣,再,好啲,，,你哋,搭,巴士,，,去,沙灘,。,晏晝,，,有,太陽,，,,
tin1-hei3,zoi3,hou2-di1,#,nei5-dei6,daap3,baa1-si2,#,heoi3,saa1-taan1,#,aan3-zau3,#,jau5,taai3-joeng4,#,,
weather,more,better,#,you,take,bus,#,go to,sandy beach,#,afternoon,#,there is,the sun,#,,
[8b],,,,,,,,,,,,,,,,,
好,熱,。,夜晚,，,有,月亮,，,凍,咗,，,要,着,多,件,衫,啊,。
hou2,jit6,#,je6-maan5,#,jau5,jyut6-loeng6,#,dung3,zo2,#,jiu3,zoek3,do1,gin6,saam1,aa3,#
very,hot,#,night,#,there is,the moon,#,cold,-ed,#,have to,wear,more,(measure),clothes,(particle),#
[9a],,,,,,,,,,,,,,,,,
天氣,唔好,，,你哋,唔好,去街,喇,，,喺,屋企,唱歌,啦,。,,,,,
